state,action,value
359,4,-77.57149144799455
259,0,10.176477353398688
359,2,-77.00562667426576
359,5,-44.43444876858862
279,3,13.296475490073634
179,0,-5.665174964508625
79,0,-59.501092216624244
99,3,-13.880462153849864
99,1,-8.024073714551601
99,4,-19.68178130038532
187,5,-32.843076017555354
87,3,-20.94011360483119
2,5,-13.43090835022179
378,3,-12.125197491624862
378,5,-23.135423380728348
258,2,5.411402312063049
194,5,-142.98116783709645
37,1,-38.87968536239386
37,5,-52.743680037575096
37,3,-31.662088372681595
37,4,-54.25624847472734
37,2,-39.207659359720935
117,3,-15.39195207222349
137,3,-6.592548940611765
204,5,-98.19047562165218
24,4,-187.46162241052772
24,5,-135.40261795887832
124,1,-81.61523479720628
59,0,0.5826332756371592
159,1,-10.106172773731952
259,1,11.184794249974646
159,0,15.075246967627422
239,2,15.034758363892024
139,2,-11.18407917495761
39,1,-9.022861584396372
19,2,11.534472153405206
48,4,-88.48372397409534
48,5,-90.16555079758962
16,5,20.0
116,1,18.771394742961547
16,0,16.73063382498357
16,3,18.42877829994658
216,3,15.065074368580868
216,5,6.089359158476669
316,4,-37.27444576287178
239,3,3.8235506608915606
119,4,-90.73252897421501
139,4,-20.869105829134792
239,4,-0.36308881633102036
103,3,-22.743955082962014
124,5,-84.12462392752019
363,4,-138.55723093144718
119,5,-84.9550458739389
103,4,-29.910033233051713
418,1,16.74398436448887
218,1,12.954694224720386
118,5,-3.0993678637606625
118,4,-2.7097585427643573
138,3,-27.474595666295702
38,0,-36.92018430666797
138,1,10.2972478808477
38,5,-138.98956363203575
138,4,-68.2385833668382
18,2,1.66193339679493
18,1,-0.5704373804806375
32,2,-86.27860866463311
12,1,-60.70224471293121
32,3,-90.95936410910164
32,5,-129.3435930136451
87,5,-26.430251778063322
99,5,-11.579256313931149
99,2,-9.612372729413673
97,5,20.0
97,1,18.38262743650007
97,4,9.418323677386068
177,5,3.0941071540145155
157,4,2.9692234584251787
277,5,-23.857490004534867
181,5,-121.16961015357353
78,2,-41.79835970286688
178,1,-78.93848666935432
78,4,-71.84072478700512
298,4,-17.38010630957211
298,5,-12.668985243402368
139,5,-17.129847427492564
238,1,7.483256549858514
138,2,-26.65720979831343
38,1,-37.918797257076776
38,2,-33.71924205819648
18,3,0.8485146689656968
18,5,3.390172335123615
107,3,-93.07822617377177
107,4,-103.62866369126405
107,5,-142.39921592837422
103,5,-29.466485915742396
239,5,0.4038321895497153
136,3,16.838116954366967
136,2,10.407343947844474
36,0,11.571753324092768
16,2,16.57699422042124
217,3,-13.348562417911419
317,2,-15.32806491979128
317,3,-9.987012458467904
217,5,-16.690498932246065
217,4,-17.59011273168342
199,1,-12.219531424022037
199,2,-5.290797143867876
199,4,-32.6757207127183
199,5,-18.945683635917682
178,2,8.09878640941095
158,2,2.8561382546763374
358,1,-38.99186061185109
238,2,9.241790815166409
258,3,15.1663018224619
258,5,-0.28855913020645896
218,2,13.199888715324295
38,3,12.419703135012151
138,5,-96.0704427525385
118,1,5.270959829696705
158,4,-267.2041125057245
158,5,-87.91328677469112
258,4,-2.015301227102458
338,2,-49.599557654998804
438,3,-117.77559769969605
358,2,-102.41972106127773
358,4,-68.28757962560675
238,4,1.835542776971324
358,5,-45.37991291453776
358,3,9.829067179755985
38,4,-43.08834332551364
56,1,-163.15375267354258
317,4,-27.16478158570159
317,5,-23.92354554746783
238,5,1.3864444639511218
338,3,-74.62887153354906
338,5,-36.66927308722832
218,3,15.111896230667545
12,3,-75.461898934438
12,5,-79.5719056704805
12,4,-86.20702287340598
59,1,-16.96782162904224
59,3,-24.97325346476538
79,3,-136.06811860557107
79,1,-113.62251260065372
179,1,-8.992572371084599
159,2,-0.6019131612604754
79,5,-123.03460342416358
79,4,-138.06524250893554
179,3,13.886777208604046
259,3,10.606552849361885
339,1,8.879228881215537
339,5,-93.01174145436836
359,3,-31.164421960283736
39,2,-7.744194141681058
39,5,-15.203463013678938
39,3,-7.968627296522546
56,2,-138.56278148759722
56,3,-67.50550858515886
218,4,6.070985899726491
338,4,-114.71220937541803
199,3,12.73952106504848
179,2,-18.34286660238328
279,1,8.505376055561472
259,4,4.244831336744525
259,5,3.9337569038131783
159,3,0.06997911697828918
159,4,-9.760173739696672
299,1,-93.52502296970697
179,4,-7.56500639212089
79,2,2.9770796067029517
39,4,-23.91686116325323
299,2,-55.90757477129458
299,5,-56.292447127093745
279,2,12.630142356298881
179,5,-26.58728423106449
159,5,-24.344223024761323
59,2,-39.74297435765348
299,3,-25.178360533668386
399,1,-2.4363388109588753
59,4,-103.1506925301586
59,5,-37.52676846505568
218,5,5.912227826872871
337,3,-54.53379281581453
257,4,-3.1365417022631794
56,5,-76.81839822578296
339,2,-39.652229557793035
279,4,5.139300730148217
379,1,15.100322323965216
479,3,18.386607086671265
299,4,-34.78076446648338
279,5,5.511708653911487
56,4,-118.32249857106866
297,4,-0.2748312879895316
158,3,-74.88253274667751
58,3,-62.566370238584575
77,2,18.58191883949138
337,4,-78.52925056506868
339,3,-97.47788679929187
256,4,0.5923006862431418
456,2,-166.478891446395
456,4,-67.40671912751765
356,4,-119.38215996499409
336,2,-24.77071453992182
16,4,9.102036788550114
399,2,-101.34022741598694
479,4,9.279046741524901
399,4,-17.37157249285784
399,5,-12.194336422165826
379,2,14.749035459004809
379,5,7.583437396094104
399,3,0.295091429903896
437,3,-113.33476906545711
437,5,-91.12877325399144
116,3,16.569719406723273
479,5,20.0
379,3,15.358803014336134
357,2,-39.13182028582696
357,5,-6.690111886854638
357,3,-8.188538347500762
116,5,7.853480235671763
116,2,15.263608995778716
16,1,18.436242307597624
97,2,18.33834581846846
116,4,7.8371186526973275
136,5,4.0689842688200155
456,5,-56.49613958630374
36,2,14.056683310320876
136,4,3.1451711065494905
36,1,14.461332371052425
36,5,6.833669875228971
36,3,18.401266146321127
36,4,7.038487729340002
